,oxide,directory,pos_file,energy
0,moo3,H0,moo3_bulk_opt.vasp,0
1,moo3,H1,bulk_09_opt.vasp,-0.131448550000035
2,moo3,H1,bulk_10_opt.vasp,-0.131357269999986
3,moo3,H1,bulk_11_opt.vasp,-0.131254370000041
4,moo3,H1,bulk_12_opt.vasp,-0.131244629999988
5,moo3,H1,bulk_13_opt.vasp,-0.131434990000022
6,moo3,H1,bulk_14_opt.vasp,-0.131399629999995
7,moo3,H1,bulk_15_opt.vasp,-0.131455089999994
8,moo3,H1,bulk_16_opt.vasp,-0.131460109999997
9,moo3,H1,bulk_17_opt.vasp,-0.481563660000025
10,moo3,H1,bulk_18_opt.vasp,-0.481748170000022
11,moo3,H1,bulk_19_opt.vasp,-0.481317960000032
12,moo3,H1,bulk_20_opt.vasp,-0.480785369999997
13,moo3,H1,bulk_21_opt.vasp,-0.481724070000003
14,moo3,H1,bulk_22_opt.vasp,-0.481520580000014
15,moo3,H1,bulk_23_opt.vasp,-0.481248960000035
16,moo3,H1,bulk_24_opt.vasp,-0.481298999999998
17,moo3,H1,bulk_25_opt.vasp,-0.205251690000031
18,moo3,H1,bulk_26_opt.vasp,-0.205457410000027
19,moo3,H1,bulk_27_opt.vasp,-0.208316350000037
20,moo3,H1,bulk_28_opt.vasp,-0.208286979999988
21,moo3,H1,bulk_29_opt.vasp,-0.205579140000017
22,moo3,H1,bulk_30_opt.vasp,-0.206115099999996
23,moo3,H1,bulk_31_opt.vasp,-0.208354940000012
24,moo3,H1,bulk_32_opt.vasp,-0.208153929999999
25,moo3,H2,bulk_18_09_opt.vasp,-0.453394860000041
26,moo3,H2,bulk_18_10_opt.vasp,-0.50728546000003
27,moo3,H2,bulk_18_11_opt.vasp,-0.694557230000025
28,moo3,H2,bulk_18_12_opt.vasp,-0.533584100000023
29,moo3,H2,bulk_18_13_opt.vasp,-0.587393020000017
30,moo3,H2,bulk_18_14_opt.vasp,-0.571073929999993
31,moo3,H2,bulk_18_15_opt.vasp,-0.591314359999994
32,moo3,H2,bulk_18_16_opt.vasp,-0.583018740000038
33,moo3,H2,bulk_18_17_opt.vasp,-0.929265130000014
34,moo3,H2,bulk_18_19_opt.vasp,-0.937510200000001
35,moo3,H2,bulk_18_20_opt.vasp,-0.936545010000013
36,moo3,H2,bulk_18_21_opt.vasp,-0.870871590000017
37,moo3,H2,bulk_18_22_opt.vasp,-0.872246090000014
38,moo3,H2,bulk_18_23_opt.vasp,-0.881555440000038
39,moo3,H2,bulk_18_24_opt.vasp,-0.870380709999988
40,moo3,H2,bulk_18_25_opt.vasp,-0.711088450000015
41,moo3,H2,bulk_18_26_opt.vasp,-0.281083290000008
42,moo3,H2,bulk_18_27_opt.vasp,-0.676009180000032
43,moo3,H2,bulk_18_28_opt.vasp,-0.571955120000022
44,moo3,H2,bulk_18_29_opt.vasp,-0.683948190000005
45,moo3,H2,bulk_18_30_opt.vasp,-0.67815324000001
46,moo3,H2,bulk_18_31_opt.vasp,-0.694954169999998
47,moo3,H2,bulk_18_32_opt.vasp,-0.602876619999999
48,moo3,H3,bulk_18_19_09_opt.vasp,-0.677621009999996
49,moo3,H3,bulk_18_19_10_opt.vasp,-0.704068660000019
50,moo3,H3,bulk_18_19_11_opt.vasp,-0.774716380000029
51,moo3,H3,bulk_18_19_12_opt.vasp,-0.760032819999992
52,moo3,H3,bulk_18_19_13_opt.vasp,-1.05187173000002
53,moo3,H3,bulk_18_19_14_opt.vasp,-1.03027641
54,moo3,H3,bulk_18_19_15_opt.vasp,-1.03038291000001
55,moo3,H3,bulk_18_19_16_opt.vasp,-1.03934330999999
56,moo3,H3,bulk_18_19_17_opt.vasp,-1.32496676
57,moo3,H3,bulk_18_19_20_opt.vasp,-1.3254187
58,moo3,H3,bulk_18_19_21_opt.vasp,-1.27885137000004
59,moo3,H3,bulk_18_19_22_opt.vasp,-1.28604755999999
60,moo3,H3,bulk_18_19_23_opt.vasp,-1.28254895999999
61,moo3,H3,bulk_18_19_24_opt.vasp,-1.27635371000002
62,moo3,H3,bulk_18_19_25_opt.vasp,-1.01943972999999
63,moo3,H3,bulk_18_19_26_opt.vasp,-0.692333759999997
64,moo3,H3,bulk_18_19_27_opt.vasp,-0.69648921999999
65,moo3,H3,bulk_18_19_28_opt.vasp,-0.906932830000017
66,moo3,H3,bulk_18_19_29_opt.vasp,-1.06442552999999
67,moo3,H3,bulk_18_19_30_opt.vasp,-1.05854971000002
68,moo3,H3,bulk_18_19_31_opt.vasp,-1.00465008000003
69,moo3,H3,bulk_18_19_32_opt.vasp,-1.00478966000003
70,moo3,H4,bulk_18_19_20_09_opt.vasp,-0.931481400000015
71,moo3,H4,bulk_18_19_20_10_opt.vasp,-0.753302670000002
72,moo3,H4,bulk_18_19_20_11_opt.vasp,-0.986372410000021
73,moo3,H4,bulk_18_19_20_12_opt.vasp,-0.887195079999989
74,moo3,H4,bulk_18_19_20_13_opt.vasp,-1.41966250000004
75,moo3,H4,bulk_18_19_20_14_opt.vasp,-1.40898215000001
76,moo3,H4,bulk_18_19_20_15_opt.vasp,-1.40987689999999
77,moo3,H4,bulk_18_19_20_16_opt.vasp,-1.40820695000004
78,moo3,H4,bulk_18_19_20_17_opt.vasp,-1.51710704
79,moo3,H4,bulk_18_19_20_21_opt.vasp,-1.66049444
80,moo3,H4,bulk_18_19_20_22_opt.vasp,-1.65882056
81,moo3,H4,bulk_18_19_20_23_opt.vasp,-1.65758644000001
82,moo3,H4,bulk_18_19_20_24_opt.vasp,-1.65619327000004
83,moo3,H4,bulk_18_19_20_25_opt.vasp,-1.24587641000001
84,moo3,H4,bulk_18_19_20_26_opt.vasp,-1.00540617999999
85,moo3,H4,bulk_18_19_20_27_opt.vasp,-1.02821487000002
86,moo3,H4,bulk_18_19_20_28_opt.vasp,-1.00465257000004
87,moo3,H4,bulk_18_19_20_29_opt.vasp,-1.37638576000002
88,moo3,H4,bulk_18_19_20_30_opt.vasp,-1.37428106000001
89,moo3,H4,bulk_18_19_20_31_opt.vasp,-1.32650532999999
90,moo3,H4,bulk_18_19_20_32_opt.vasp,-1.33316523999999
91,tio2,H0,tio2_bulk_opt.vasp,0
92,tio2,H1,bulk_09_opt.vasp,0.290639640000004
93,tio2,H1,bulk_10_opt.vasp,0.290570909999995
94,tio2,H1,bulk_13_opt.vasp,0.447897490000012
95,tio2,H1,bulk_14_opt.vasp,0.447526780000013
96,tio2,H1,bulk_15_opt.vasp,0.447698979999994
97,tio2,H1,bulk_16_opt.vasp,0.447628039999993
98,tio2,H1,bulk_19_opt.vasp,0.290645020000009
99,tio2,H1,bulk_20_opt.vasp,0.290501000000015
100,tio2,H2,bulk_20_09_opt.vasp,0.896587800000011
101,tio2,H2,bulk_20_10_opt.vasp,0.932411450000008
102,tio2,H2,bulk_20_12_opt.vasp,0.932466670000015
103,tio2,H2,bulk_20_13_opt.vasp,0.954114289999997
104,tio2,H2,bulk_20_14_opt.vasp,0.963870980000015
105,tio2,H2,bulk_20_21_opt.vasp,1.01245447000001
106,tio2,H2,bulk_20_22_opt.vasp,0.990459349999999
107,tio2,H2,bulk_20_23_opt.vasp,1.28041420000001
108,v2o5,H0,v2o5_bulk_opt.vasp,0
109,v2o5,H1,bulk_09_opt.vasp,-0.601719179999994
110,v2o5,H1,bulk_10_opt.vasp,-0.601370409999978
111,v2o5,H1,bulk_11_opt.vasp,-0.603050419999979
112,v2o5,H1,bulk_12_opt.vasp,-0.60291663999998
113,v2o5,H1,bulk_13_opt.vasp,-0.600531999999978
114,v2o5,H1,bulk_14_opt.vasp,-0.600603199999985
115,v2o5,H1,bulk_15_opt.vasp,-0.603330279999985
116,v2o5,H1,bulk_16_opt.vasp,-0.602691240000004
117,v2o5,H1,bulk_17_opt.vasp,-0.360874279999981
118,v2o5,H1,bulk_18_opt.vasp,-0.360033799999987
119,v2o5,H1,bulk_19_opt.vasp,-0.359419899999997
120,v2o5,H1,bulk_20_opt.vasp,-0.359404849999995
121,v2o5,H1,bulk_21_opt.vasp,-0.36086155999998
122,v2o5,H1,bulk_22_opt.vasp,-0.360942419999977
123,v2o5,H1,bulk_23_opt.vasp,-0.360996539999993
124,v2o5,H1,bulk_24_opt.vasp,-0.360887299999992
125,v2o5,H1,bulk_25_opt.vasp,-0.840478299999992
126,v2o5,H1,bulk_26_opt.vasp,-0.841180069999998
127,v2o5,H1,bulk_27_opt.vasp,-0.84212765
128,v2o5,H1,bulk_28_opt.vasp,-0.84210121
129,v2o5,H2,bulk_27_09_opt.vasp,-1.14771427999998
130,v2o5,H2,bulk_27_10_opt.vasp,-0.843098139999976
131,v2o5,H2,bulk_27_11_opt.vasp,-1.41133871999998
132,v2o5,H2,bulk_27_12_opt.vasp,-1.34189130999998
133,v2o5,H2,bulk_27_13_opt.vasp,-1.41137711
134,v2o5,H2,bulk_27_14_opt.vasp,-1.34191534
135,v2o5,H2,bulk_27_15_opt.vasp,-1.14661823999999
136,v2o5,H2,bulk_27_16_opt.vasp,-0.843934349999993
137,v2o5,H2,bulk_27_17_opt.vasp,-1.14346713999999
138,v2o5,H2,bulk_27_18_opt.vasp,-0.984534149999983
139,v2o5,H2,bulk_27_19_opt.vasp,-1.14342827
140,v2o5,H2,bulk_27_20_opt.vasp,-0.984574099999985
141,v2o5,H2,bulk_27_21_opt.vasp,-0.949101409999979
142,v2o5,H2,bulk_27_22_opt.vasp,-1.13853780999998
143,v2o5,H2,bulk_27_23_opt.vasp,-0.949136699999978
144,v2o5,H2,bulk_27_24_opt.vasp,-1.13857614999999
145,v2o5,H2,bulk_27_25_opt.vasp,-1.6460076
146,v2o5,H2,bulk_27_26_opt.vasp,-1.51720908999998
147,v2o5,H2,bulk_27_28_opt.vasp,-1.52254918999999
148,v2o5,H3,bulk_27_25_09_opt.vasp,-1.92215644999999
149,v2o5,H3,bulk_27_25_10_opt.vasp,-1.53541887
150,v2o5,H3,bulk_27_25_11_opt.vasp,-1.92230232
151,v2o5,H3,bulk_27_25_12_opt.vasp,-1.53604546999998
152,v2o5,H3,bulk_27_25_13_opt.vasp,-1.92221160999998
153,v2o5,H3,bulk_27_25_14_opt.vasp,-1.53594724999999
154,v2o5,H3,bulk_27_25_15_opt.vasp,-1.92227198999998
155,v2o5,H3,bulk_27_25_16_opt.vasp,-1.53604497999999
156,v2o5,H3,bulk_27_25_17_opt.vasp,-1.66694672
157,v2o5,H3,bulk_27_25_18_opt.vasp,-1.69687217999999
158,v2o5,H3,bulk_27_25_19_opt.vasp,-1.66695071999999
159,v2o5,H3,bulk_27_25_20_opt.vasp,-1.69698048999999
160,v2o5,H3,bulk_27_25_21_opt.vasp,-1.66590694999999
161,v2o5,H3,bulk_27_25_22_opt.vasp,-1.69703367999998
162,v2o5,H3,bulk_27_25_23_opt.vasp,-1.66615234999998
163,v2o5,H3,bulk_27_25_24_opt.vasp,-1.69726237999998
164,v2o5,H3,bulk_27_25_26_opt.vasp,-2.12925766999999
165,v2o5,H3,bulk_27_25_28_opt.vasp,-2.12236952999999
166,v2o5,H4,bulk_27_25_26_09_opt.vasp,-2.34921094
167,v2o5,H4,bulk_27_25_26_10_opt.vasp,-2.00002001999998
168,v2o5,H4,bulk_27_25_26_11_opt.vasp,-2.24487434999999
169,v2o5,H4,bulk_27_25_26_12_opt.vasp,-2.16194866999998
170,v2o5,H4,bulk_27_25_26_13_opt.vasp,-2.22986696999998
171,v2o5,H4,bulk_27_25_26_14_opt.vasp,-2.16185173999999
172,v2o5,H4,bulk_27_25_26_15_opt.vasp,-2.34926990999999
173,v2o5,H4,bulk_27_25_26_16_opt.vasp,-1.99999431
174,v2o5,H4,bulk_27_25_26_17_opt.vasp,-2.03460233999998
175,v2o5,H4,bulk_27_25_26_18_opt.vasp,-1.9394584
176,v2o5,H4,bulk_27_25_26_19_opt.vasp,-2.03476351
177,v2o5,H4,bulk_27_25_26_20_opt.vasp,-1.93930796
178,v2o5,H4,bulk_27_25_26_21_opt.vasp,-1.93036634
179,v2o5,H4,bulk_27_25_26_22_opt.vasp,-2.08374362999998
180,v2o5,H4,bulk_27_25_26_23_opt.vasp,-1.93017782999998
181,v2o5,H4,bulk_27_25_26_24_opt.vasp,-2.07811939
182,v2o5,H4,bulk_27_25_26_28_opt.vasp,-2.53046941999999
183,v2o5,H5,bulk_27_25_26_28_09_opt.vasp,-2.60255666999999
184,v2o5,H5,bulk_27_25_26_28_10_opt.vasp,-2.60224763
185,v2o5,H5,bulk_27_25_26_28_11_opt.vasp,-2.33725556
186,v2o5,H5,bulk_27_25_26_28_12_opt.vasp,-2.60341557999997
187,v2o5,H5,bulk_27_25_26_28_13_opt.vasp,-2.60202697999999
188,v2o5,H5,bulk_27_25_26_28_14_opt.vasp,-2.60236214000001
189,v2o5,H5,bulk_27_25_26_28_15_opt.vasp,-2.60243724000001
190,v2o5,H5,bulk_27_25_26_28_16_opt.vasp,-2.60262583
191,v2o5,H5,bulk_27_25_26_28_17_opt.vasp,-2.24831296
192,v2o5,H5,bulk_27_25_26_28_18_opt.vasp,-2.24847125
193,v2o5,H5,bulk_27_25_26_28_19_opt.vasp,-2.24821043000001
194,v2o5,H5,bulk_27_25_26_28_20_opt.vasp,-2.24827951999996
195,v2o5,H5,bulk_27_25_26_28_21_opt.vasp,-2.24812139999998
196,v2o5,H5,bulk_27_25_26_28_22_opt.vasp,-2.24800442999996
197,v2o5,H5,bulk_27_25_26_28_23_opt.vasp,-2.24805536000001
198,v2o5,H5,bulk_27_25_26_28_24_opt.vasp,-2.24815785999997
199,vo2,H0,vo2_bulk_opt.vasp,0
200,vo2,H1,bulk_09_opt.vasp,0.171695070000008
201,vo2,H1,bulk_10_opt.vasp,0.167050090000013
202,vo2,H1,bulk_11_opt.vasp,0.171652720000007
203,vo2,H1,bulk_12_opt.vasp,0.171669429999989
204,vo2,H1,bulk_13_opt.vasp,-0.039416879999995
205,vo2,H1,bulk_14_opt.vasp,-0.03939662000001
206,vo2,H1,bulk_15_opt.vasp,-0.039336570000008
207,vo2,H1,bulk_16_opt.vasp,-0.039268149999989
208,vo2,H1,bulk_17_opt.vasp,0.229527360000001
209,vo2,H1,bulk_18_opt.vasp,0.229493199999988
210,vo2,H1,bulk_19_opt.vasp,0.229564899999995
211,vo2,H1,bulk_20_opt.vasp,0.229488009999992
212,vo2,H1,bulk_21_opt.vasp,0.760215819999994
213,vo2,H1,bulk_22_opt.vasp,0.760140759999994
214,vo2,H1,bulk_23_opt.vasp,0.760215739999988
215,vo2,H1,bulk_24_opt.vasp,0.760167680000004
216,vo2,H2,bulk_13_09_opt.vasp,0.211607080000012
217,vo2,H2,bulk_13_10_opt.vasp,0.231553869999989
218,vo2,H2,bulk_13_11_opt.vasp,0.202715309999992
219,vo2,H2,bulk_13_12_opt.vasp,0.23095527
220,vo2,H2,bulk_13_14_opt.vasp,0.198776319999998
221,vo2,H2,bulk_13_15_opt.vasp,-0.209318790000007
222,vo2,H2,bulk_13_16_opt.vasp,0.015650219999988
223,vo2,H2,bulk_13_17_opt.vasp,0.39564832999999
224,vo2,H2,bulk_13_18_opt.vasp,0.306698980000012
225,vo2,H2,bulk_13_19_opt.vasp,0.30611552999999
226,vo2,H2,bulk_13_20_opt.vasp,0.295472040000011
227,vo2,H2,bulk_13_21_opt.vasp,0.978287939999992
228,vo2,H2,bulk_13_22_opt.vasp,0.782724020000008
229,vo2,H2,bulk_13_23_opt.vasp,0.718640350000006
230,vo2,H2,bulk_13_24_opt.vasp,0.586081340000011
231,vo2,H3,bulk_13_15_09_opt.vasp,0.284178569999995
232,vo2,H3,bulk_13_15_10_opt.vasp,0.622538689999999
233,vo2,H3,bulk_13_15_11_opt.vasp,0.284165330000008
234,vo2,H3,bulk_13_15_12_opt.vasp,0.299903480000012
235,vo2,H3,bulk_13_15_14_opt.vasp,0.318521730000015
236,vo2,H3,bulk_13_15_16_opt.vasp,0.318546370000007
237,vo2,H3,bulk_13_15_17_opt.vasp,0.539933749999989
238,vo2,H3,bulk_13_15_18_opt.vasp,0.435735920000013
239,vo2,H3,bulk_13_15_19_opt.vasp,0.539833460000011
240,vo2,H3,bulk_13_15_20_opt.vasp,0.43576182000001
241,vo2,H3,bulk_13_15_21_opt.vasp,0.972911460000006
242,vo2,H3,bulk_13_15_22_opt.vasp,0.642005680000011
243,vo2,H3,bulk_13_15_23_opt.vasp,0.972853619999995
244,vo2,H3,bulk_13_15_24_opt.vasp,0.642010639999995
245,wo3,H0,wo3_bulk_opt.vasp,0
246,wo3,H1,bulk_09_opt.vasp,-0.251711770000005
247,wo3,H1,bulk_12_opt.vasp,-0.232879310000006
248,wo3,H1,bulk_14_opt.vasp,-0.252281260000037
249,wo3,H1,bulk_16_opt.vasp,-0.301831839999996
250,wo3,H1,bulk_17_opt.vasp,-0.404029660000011
251,wo3,H1,bulk_21_opt.vasp,-0.399802840000026
252,wo3,H1,bulk_22_opt.vasp,-0.415118580000031
253,wo3,H1,bulk_23_opt.vasp,-0.413018580000047
254,wo3,H1,bulk_24_opt.vasp,-0.400808550000041
255,wo3,H1,bulk_25_opt.vasp,-0.352374810000034
256,wo3,H1,bulk_26_opt.vasp,-0.267109220000028
257,wo3,H1,bulk_28_opt.vasp,-0.352504480000012
258,wo3,H1,bulk_30_opt.vasp,-0.268238119999997
259,wo3,H1,bulk_31_opt.vasp,-0.205934360000034
260,wo3,H1,bulk_32_opt.vasp,-0.268491580000008
261,wo3,H2,bulk_22_10_opt.vasp,-0.423177439999999
262,wo3,H2,bulk_22_11_opt.vasp,-0.402991730000035
263,wo3,H2,bulk_22_12_opt.vasp,-0.418401560000045
264,wo3,H2,bulk_22_13_opt.vasp,-0.294769760000047
265,wo3,H2,bulk_22_14_opt.vasp,-0.399377359999998
266,wo3,H2,bulk_22_15_opt.vasp,-0.321867669999999
267,wo3,H2,bulk_22_16_opt.vasp,-0.408621220000025
268,wo3,H2,bulk_22_18_opt.vasp,-0.63418631
269,wo3,H2,bulk_22_19_opt.vasp,-0.433972810000038
270,wo3,H2,bulk_22_20_opt.vasp,-0.637870940000009
271,wo3,H2,bulk_22_21_opt.vasp,-0.630597380000022
272,wo3,H2,bulk_22_23_opt.vasp,-0.613276390000048
273,wo3,H2,bulk_22_25_opt.vasp,-0.367316450000014
274,wo3,H2,bulk_22_26_opt.vasp,-0.329307620000047
275,wo3,H2,bulk_22_29_opt.vasp,-0.418061840000045
276,wo3,H2,bulk_22_32_opt.vasp,-0.381978280000037
277,wo3,H3,bulk_22_20_09_opt.vasp,-0.482232620000048
278,wo3,H3,bulk_22_20_11_opt.vasp,-0.593574070000045
279,wo3,H3,bulk_22_20_12_opt.vasp,-0.577175920000002
280,wo3,H3,bulk_22_20_13_opt.vasp,-0.491098060000013
281,wo3,H3,bulk_22_20_15_opt.vasp,-0.598067710000009
282,wo3,H3,bulk_22_20_17_opt.vasp,-0.48731121000003
283,wo3,H3,bulk_22_20_18_opt.vasp,-0.144485680000003
284,wo3,H3,bulk_22_20_19_opt.vasp,-0.582918110000037
285,wo3,H3,bulk_22_20_21_opt.vasp,-0.583813810000038
286,wo3,H3,bulk_22_20_23_opt.vasp,-0.489269210000032
287,wo3,H3,bulk_22_20_25_opt.vasp,-0.345592300000021
288,wo3,H3,bulk_22_20_26_opt.vasp,-0.440733490000014
289,wo3,H3,bulk_22_20_27_opt.vasp,-0.359895130000041
290,wo3,H3,bulk_22_20_29_opt.vasp,-0.45819401
291,wo3,H3,bulk_22_20_31_opt.vasp,-0.529055319999998
292,wo3,H4,bulk_22_20_15_10_opt.vasp,-0.522272269999993
293,wo3,H4,bulk_22_20_15_11_opt.vasp,-0.220884480000015
294,wo3,H4,bulk_22_20_15_12_opt.vasp,-0.564712070000004
295,wo3,H4,bulk_22_20_15_13_opt.vasp,-0.191154000000003
296,wo3,H4,bulk_22_20_15_14_opt.vasp,-0.499957680000042
297,wo3,H4,bulk_22_20_15_16_opt.vasp,-0.497928200000009
298,wo3,H4,bulk_22_20_15_17_opt.vasp,-0.382165880000022
299,wo3,H4,bulk_22_20_15_18_opt.vasp,-0.015627400000048
300,wo3,H4,bulk_22_20_15_19_opt.vasp,-0.366864010000048
301,wo3,H4,bulk_22_20_15_21_opt.vasp,-0.422387490000025
302,wo3,H4,bulk_22_20_15_23_opt.vasp,-0.426925410000044
303,wo3,H4,bulk_22_20_15_24_opt.vasp,-0.371805080000021
304,wo3,H4,bulk_22_20_15_25_opt.vasp,-0.386041999999994
305,wo3,H4,bulk_22_20_15_28_opt.vasp,-0.403727039999998
306,wo3,H4,bulk_22_20_15_31_opt.vasp,-0.349590980000036
307,wo3,H5,bulk_22_20_15_12_09_opt.vasp,0.081703489999956
308,wo3,H5,bulk_22_20_15_12_10_opt.vasp,-0.104256730000014
309,wo3,H5,bulk_22_20_15_12_13_opt.vasp,-0.100619099999999
310,wo3,H5,bulk_22_20_15_12_16_opt.vasp,-0.007378310000018
311,wo3,H5,bulk_22_20_15_12_17_opt.vasp,-0.271613380000002
312,wo3,H5,bulk_22_20_15_12_18_opt.vasp,-0.267963350000041
313,wo3,H5,bulk_22_20_15_12_21_opt.vasp,-0.31412783
314,wo3,H5,bulk_22_20_15_12_24_opt.vasp,-0.271053190000014
315,wo3,H5,bulk_22_20_15_12_25_opt.vasp,-0.317257179999995
316,wo3,H5,bulk_22_20_15_12_26_opt.vasp,-0.243137420000021
317,wo3,H5,bulk_22_20_15_12_28_opt.vasp,-0.251526800000004
318,wo3,H5,bulk_22_20_15_12_30_opt.vasp,-0.247532380000035
319,wo3,H5,bulk_22_20_15_12_31_opt.vasp,-0.384605050000044
